author,statement,source,date,target,BinaryTarget,BinaryNumTarget
Bill McCarthy,"“Black Lives Matter of Atlanta Charged with Wire Fraud, Money Laundering and Allegedly Using almost 500k in Donations For Personal Use.”",Tweets,"19, March 2021",false,FAKE,0
Jill Terreri,"""If you are a hard-working law-abiding citizen who earns $80,000, you don’t get a stimulus check. But if you are a convicted murderer or rapist sitting in jail, you do.""",Nicole Malliotakis,"March • 19,",mostly-true,FAKE,0
Michael Majchrowicz,"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000.",Facebook posts,"19, March 2021",false,FAKE,0
Noah Y.,A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.,Bloggers,"March • 19,",pants-fire,FAKE,0
Eric Litke,"""We’ve had more voter turnout since voter ID was passed than ever before.""",Duey Stroebel,"19, March 2021",barely-true,FAKE,0
William Skipworth,"By ending the Keystone XL Pipeline project, President Joe Biden “imperiled one of Donald Trump's most significant achievements, which was that we had achieved American energy independence.”",Eric Greitens,"19, March 2021",barely-true,FAKE,0
Amy Sherman,"""When I became governor, we banned sanctuary cities and we also did E-Verify.""",Ron DeSantis,"19, March 2021",mostly-true,FAKE,0
Ciara O'Rourke,"Says Candace Owens tweeted, “Yes, my husband did cheat on me with my brother. Yes, he said no when I asked to join.”",Viral image,"19, March 2021",false,FAKE,0
Haley BeMiller,"""Pot today is not the weed baby boomers were smoking.""",Barbara Dittrich,"19, March 2021",true,REAL,1
Ciara O'Rourke,Video shows Joe Biden faked an interview in front of a green screen.,YouTube videos,"18, March 2021",pants-fire,FAKE,0
Samantha Putterman,The Atlanta shooting suspect wrote an anti-China post on Facebook prior to the shootings.,Facebook posts,"18, March 2021",false,FAKE,0
Ciara O'Rourke,“70% of Georgians said they would vote for Trump in 2024.”,Mike Huckabee,"18, March 2021",false,FAKE,0
Jon Greenberg,“Democrats have accomplished a lot in just 2 months ... 1 Million energy jobs destroyed.”,Kevin McCarthy,"17, March 2021",pants-fire,FAKE,0
Sudiksha Kochi,Says Meghan Markle tweeted about Oprah Winfrey following her primetime interview.,Viral image,"17, March 2021",pants-fire,FAKE,0
Bill McCarthy,"The Washington Post was ""forced to correct what (Donald Trump) told the secretary of state of Georgia.”",Maria Bartiromo,"17, March 2021",false,FAKE,0
Samantha Putterman,A photo shows a recent White House event was actually filmed at Tyler Perry Studios in Atlanta.,Facebook posts,"17, March 2021",pants-fire,FAKE,0
Ciara O'Rourke,“Actor Tom Hanks has passed away age 63.”,Viral image,"17, March 2021",pants-fire,FAKE,0
Daniel Funke,"Says Joe Biden is “now saying he inherited ‘a mess’ at the border. Fact: 9,000 illegals all of 2020. So far in 2021 108,000 entered U.S.”",Facebook posts,"17, March 2021",false,FAKE,0
Ciara O'Rourke,"Says Kamala Harris said, “We will be shuttering the VA… the money saved will go to better use in assisting refugee families.”",Viral image,"17, March 2021",pants-fire,FAKE,0
Laura Schulte,“We have reached our goal to clear the backlog of (unemployment) claims.”,Amy Pechacek,"17, March 2021",half-true,FAKE,0
Eric Litke,"Diesel prices jumped from $1.69 to $3.19 since Biden took office, and the president is to blame.",Facebook posts,"17, March 2021",pants-fire,FAKE,0
Miriam Valverde,"""We saw the increases (of unaccompanied minors at the southern U.S. border) dating back almost a year.""",Veronica Escobar,"17, March 2021",mostly-true,FAKE,0
Paul Specht,Says a lack of transparency for small-dollar donations is the “same thing” as dark money,Thom Tillis,"16, March 2021",barely-true,FAKE,0
Monique Curet,"Says “Fallon (Fox), a transgender MMA fighter, has now broken 2 female opponents’ skulls,” and shows a photo of Fox alongside an MMA fighter with a severely bloodied face.",Facebook posts,"16, March 2021",barely-true,FAKE,0
Tom Kertscher,“Donald J. Trump’s signature is on the new stimulus checks.”,Facebook posts,"16, March 2021",false,FAKE,0
Jon Greenberg,"The COVID economic relief package “included $600 million for San Francisco, part of which goes to cover the tab for free alcohol and marijuana for the homeless.""",Kevin McCarthy,"16, March 2021",false,FAKE,0
Tom Kertscher,Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,Aubrey Huff,"16, March 2021",false,FAKE,0
D.L. Davis,"""Wisconsin is one of only nine states in the nation in which 17 year-olds are automatically treated as adults in the criminal justice system.""",LaKeshia Myers,"16, March 2021",half-true,FAKE,0
Louis Jacobson,"The Republican tax bill passed in 2017 ""gave 83% of the benefits to the top 1%.""",Nancy Pelosi,"16, March 2021",half-true,FAKE,0
Tom Kertscher,"""90% of Americans do not support universal background checks.""",Colion Noir,"15, March 2021",false,FAKE,0
Samantha Putterman,"Vaccines send the immune system into “perpetual overdrive” by instructing cells to keep “making the protein of an invader, nonstop, forever and ever.”",Facebook posts,"15, March 2021",false,FAKE,0
Ciara O'Rourke,“Fauci admits he isn’t listening to the science when advocating policy.”,Facebook posts,"15, March 2021",false,FAKE,0
Sarah Watson,Tenured professors are guaranteed a job.,Iowa GOP state legislators,"15, March 2021",barely-true,FAKE,0
Tom Kertscher,"“Illegal aliens will receive $1,400 stimulus checks.”",Facebook posts,"12, March 2021",barely-true,FAKE,0
Michael Majchrowicz,Says Meghan Markle was paid $7 million for giving an interview to Oprah.,Viral image,"12, March 2021",false,FAKE,0
Ciara O'Rourke,Says Rachel Levine “is telling us that Dr. Seuss books and Mr. Potato Head are bad for the children.”,Viral image,"12, March 2021",false,FAKE,0
Madison Czopek,There are nanoparticles in the COVID-19 vaccine that will help people “locate you” via 5G networks.,Facebook posts,"12, March 2021",pants-fire,FAKE,0
Bill McCarthy,"Says President Joe Biden promoted ""mandatory vaccines for everybody"" in his March 11 address.",Facebook posts,"12, March 2021",false,FAKE,0
Mary Hartel,"""86% of Americans and 82% of gun owners support requiring all gun buyers to pass a background check.""",Beth Wessel-Kroeschell,"12, March 2021",true,REAL,1
Ciara O'Rourke,"“Next week has a time change, full moon and Friday the 13th.”",Viral image,"12, March 2021",false,FAKE,0
Samantha Putterman,Says El Chapo testified in court that he paid off Nancy Pelosi to keep the U.S.-Mexico border open for drug cartels.,Facebook posts,"12, March 2021",pants-fire,FAKE,0
Miriam Valverde,Says the Biden administration is canceling immigration detainers and “requiring our law enforcement leaders to release” serious criminal offenders.,Ashley Moody,"12, March 2021",half-true,FAKE,0
Eric Litke,On passing high-dollar legislation with no time to read it.,Ron Johnson,"11, March 2021",full-flop,FAKE,0
Samantha Putterman,Says Oprah Winfrey for years “pimped young Hollywood girls to Harvey Weinstein to be raped.”,Facebook posts,"11, March 2021",pants-fire,FAKE,0
Ciara O'Rourke,"“Nevada AG admits to changing signature verifications manually for over 200,000 votes.”",Facebook posts,"11, March 2021",false,FAKE,0
Bill McCarthy,"Current immigration ""apprehension numbers are worse than the 'crisis' Biden/Obama/Pelosi acknowledged in 2014!""",Kayleigh McEnany,"11, March 2021",mostly-true,FAKE,0
Ciara O'Rourke,“Navy SEALs arrest Hillary Clinton.”,Bloggers,"11, March 2021",pants-fire,FAKE,0
Brandon Mulder,“The Biden Administration is recklessly releasing hundreds of illegal immigrants who have COVID into Texas communities.”,Greg Abbott,"11, March 2021",barely-true,FAKE,0
Ciara O'Rourke,"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.",Instagram posts,"11, March 2021",false,FAKE,0
Jon Greenberg,“Schumer and Pelosi sneak funding into COVID bill.”,Bloggers,"11, March 2021",false,FAKE,0
Tom Kertscher,"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",Facebook posts,"11, March 2021",pants-fire,FAKE,0
Amy Sherman,"Under HR 1, a person can still vote if they are 16, in the U.S. illegally, have no ID and have not registered to vote",Facebook posts,"10, March 2021",barely-true,FAKE,0
Ciara O'Rourke,“Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.”,Bloggers,"10, March 2021",barely-true,FAKE,0
Chris Nichols,"“California’s [COVID-19] death rate has remained one of the lowest per capita in the nation: 134 deaths per 100,000, compared to 158 nationally, 153 in Texas and 247 in New York.”",Gavin Newsom,"10, March 2021",half-true,FAKE,0
Amy Sherman,Says H.R. 1 “allows minors to vote.”,Ted Budd,"10, March 2021",false,FAKE,0
Tom Kertscher,Says Alexandria Ocasio-Cortez's net worth is “over $1 million.”,Facebook posts,"10, March 2021",pants-fire,FAKE,0
William Skipworth,Says his amendment on a budget bill “would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.”,Roy Blunt,"10, March 2021",half-true,FAKE,0
Samantha Putterman,A video shows a nurse pretending to vaccinate actor Anthony Hopkins before squirting fluid in the syringe on the floor.,Instagram posts,"10, March 2021",false,FAKE,0
Tom Kertscher,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,Facebook posts,"10, March 2021",false,FAKE,0
Ciara O'Rourke,“Schools banning Dr. Seuss books.”,Viral image,"10, March 2021",false,FAKE,0
Jon Greenberg,“Senate Democrats just voted to give stimulus checks to criminals in prison.”,Tom Cotton,"9, March 2021",mostly-true,FAKE,0
Jon Greenberg,"In rejecting his amendment, “Democrats voted to send reopening money to schools that refuse to reopen.”",Marco Rubio,"9, March 2021",half-true,FAKE,0
Amy Sherman,The Georgia House passed a bill that “makes it a misdemeanor to give food or water to voters waiting in line.”,Facebook posts,"9, March 2021",true,REAL,1
Tom Kertscher,“Ballots in Arizona’s Maricopa County” from the 2020 presidential election “found shredded and in dumpster days before Senate audit to begin.”,The Gateway Pundit,"9, March 2021",false,FAKE,0
Ciara O'Rourke,Says Oprah Winfrey was wearing an ankle monitor during her Meghan Markle interview.,Facebook posts,"9, March 2021",pants-fire,FAKE,0
Miriam Valverde,"A study “suggests that even after two years of hormone therapy, biological boys still maintain significant advantages over girls, including being 12% faster on the 1.5-mile run.”",Roger Marshall,"9, March 2021",barely-true,FAKE,0
Louis Jacobson,“The filibuster was never an idea of the founding fathers.”,Chuck Todd,"8, March 2021",true,REAL,1
Madison Czopek,Video suggests Dr. Anthony Fauci said vaccines don’t protect against COVID-19.,Instagram posts,"8, March 2021",false,FAKE,0
Jill Terreri,"Says Gov. Andrew Cuomo ""issued a legal blanket immunity, and snuck that into our budget, giving these facilities essentially a license to kill, a get-out-of-jail free card.”",Ron Kim,"March • 6,",half-true,FAKE,0
Victoria Knight,"“When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in America.”",Joe Biden,"5, March 2021",barely-true,FAKE,0
Tom Kertscher,"In Aberdeen, Miss., “Massive 78% of mail-in ballots proved fraudulent, judge orders election do-over.”",Facebook posts,"5, March 2021",mostly-true,FAKE,0
Paul Specht,"Says the NC elections board “did not change state law.""",Karen Brinson Bell,"5, March 2021",barely-true,FAKE,0
Amy Sherman,"The voting bill known as H.R. 1 would mean “that millions of illegal immigrants are quickly registered to vote.""",Mike Pence,"5, March 2021",false,FAKE,0
Bill McCarthy,H.R. 1 “would allow the Boston bomber to have a right to vote.”,Charlie Kirk,"5, March 2021",false,FAKE,0
Ciara O'Rourke,Video shows someone wearing an Anthony Fauci mask.,Viral image,"5, March 2021",pants-fire,FAKE,0
Madeline Heim,"""Youth usage of marijuana has actually gone down in states that have fully legalized.”",Melissa Agard,"5, March 2021",half-true,FAKE,0
Brandon Mulder,“Pipelines do not freeze. They are naturally insulated. They’re buried beneath the ground.”,Energy Transfer,"5, March 2021",true,REAL,1
Haley BeMiller,"“The National Academy of Medicine points to a significant correlation between marijuana and psychosis, schizophrenia, and other psychotic disorders, particularly in teenagers where the risk of developing schizophrenia increases three fold.”",Chris Kapenga,"5, March 2021",true,REAL,1
Samantha Putterman,“Biden took down Dr. Seuss and Mr. Potato Head.”,Facebook posts,"5, March 2021",false,FAKE,0
